"","GEO_ID","NAME.y","YEAR_FINAL","OBJECTID","MUP_APNO","APTYPE","NEW","DEMO","NET_UNITS","SLEEPING_ROOMS","VALUE","DWELTYPE","COMMENTS","YEAR_ISSUED","VILLNUMB","NAME.x","TYPE_NAME","COMP_PLAN_NAME","COMP_PLAN_TYPE","CRA_NO","CRA","NEIGHBORHOOD","C_DISTRICT","SOURCE","STATUS_COLOR","ZONING_FULL","ZONING_PRIMARY","ZONING_REPORT","CATEGORY","CLASS","CONSTR_PRMT_PARENT","Q_ISSUED","Q_Y_ISSUED","Q_FINAL","Q_Y_FINAL","CONDO_Y_N","INSPECTION_DATE","INSPECTION_TYPE","totalEstPop","totalEstWhite","totalEstBlack","totalEstAIAN","totalEstAsian","totalEstNHPI","totalEstOther","totalTwoRaces","totalTwoRacesIncOther","totalTwoRacesExcOther","percWhite","totalEstNonWhite","percNonWhite","percMaxRace","isMaxWhite"
"11","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2017,11265,NA,"Construction Permit",1,0,1,0,512122,"Detached Single-Family","Establish use as single family residence and construct one family dwelling, per plans.",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","",2,"2016_2",3,"2017_3","N","2017/07/26 00:00:00+00","Building Final",1743,1450,20,0,117,0,0,156,0,156,83.1899024670109,137,7.86001147446931,83.1899024670109,TRUE
"12","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2018,10256,NA,"Construction Permit",1,1,0,0,79000,"Detached Single-Family","Excavate within existing basement and construct alterations for proposed full height basement in existing single family residence, per plan",2015,0,"Outside Villages","Outside Villages","Outside Villages","Outside Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","",4,"2015_4",4,"2018_4","N","2018/10/02 00:00:00+00","Building Final",1411,1158,20,0,84,0,0,149,0,149,82.0694542877392,104,7.3706591070163,82.0694542877392,TRUE
"13","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2018,20748,NA,"Construction Permit",1,0,1,0,194000,"Apartment","Change of use from Office/Apartment to Duplex. Construct dormer addition and alterations per plan.",2017,0,"Outside Villages","Outside Villages","Outside Villages","Outside Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","C1-40","C1-40","C1-40","C1","C","",3,"2017_3",3,"2018_3","N","2018/07/30 00:00:00+00","Building Final",1411,1158,20,0,84,0,0,149,0,149,82.0694542877392,104,7.3706591070163,82.0694542877392,TRUE
"14","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2018,11839,NA,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","Demolish existing SFR per (STFI) Subject to Field inspection",2017,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","NONE","UNKNOWN","UNKNOWN","UNKNOWN","UNK","6543356-CN",4,"2017_4",1,"2018_1","N","2018/01/04 00:00:00+00","Final",1411,1158,20,0,84,0,0,149,0,149,82.0694542877392,104,7.3706591070163,82.0694542877392,TRUE
"15","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,11939,3019204,"Construction Permit",5,0,5,0,932276,"Townhouse","Construction of townhouse building with common below grade parking and occupy, per plan",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","",3,"2016_3",2,"2019_2","N","2019/05/09 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"16","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,11840,3025422,"Construction Permit",2,0,2,0,410267,"Townhouse","Construct south duplex, per plans.  (Establish use as townhomes and construct 2 duplex structures.  Reviews and processing for 2 A/Ps under 6543356)",2017,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LOWRISE-2, SINGLE FAMILY 5000","LR2","MULTIPLE ZONE","L-2","L","6543356-CN",4,"2017_4",1,"2019_1","N","2019/03/06 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"17","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,20188,3017663,"Construction Permit",8,0,8,0,478304,"Apartment","Establish use as multifamily residential apartment and construct new apartment building, occupy per plans.  Shoring and excavation under permit # 6467882.",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LOWRISE-2, NEIGHBOR CMRCL2-40 PEDESTRIAN, NEIGHBORHOOD COMMERCIAL2-40","LR2","MULTIPLE ZONE","L-2","L","",4,"2016_4",3,"2019_3","Y","2019/08/09 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"18","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,26981,3025476,"Construction Permit",2,0,2,0,445207,"Rowhouse","Establish use as rowhouse and construct a duplex with surface parking, per plan.",2018,0,"Outside Villages","Outside Villages","Outside Villages","Outside Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","",1,"2018_1",3,"2019_3","N","2019/08/07 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"19","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,3994,NA,"Construction Permit",8,0,8,0,1592156,"Accessory Live/Work","Establish use as live-work and construct a townhouse structure, occupy per plan.
",2018,0,"Outside Villages","Outside Villages","Outside Villages","Outside Villages",11.2,"Wallingford","Lake Union",4,"ACC","#001a73","C1-40","C1-40","C1-40","C1","C","",3,"2018_3",4,"2019_4","N","2019/11/27 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"20","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,11595,3025422,"Construction Permit",2,0,2,0,432513,"Townhouse","Construct north duplex, per plans.  (Establish use as townhomes and construct 2 duplex structures.  Reviews and processing for 2 A/Ps under 6543356)",2017,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LOWRISE-2, SINGLE FAMILY 5000","LR2","MULTIPLE ZONE","L-2","L","",4,"2017_4",1,"2019_1","N","2019/03/06 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"21","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,12581,NA,"Construction Permit",40,0,40,0,5171401,"Apartment","Phased project: Construct a new residential and retail building, and occupy per plan.",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LOWRISE-2, NEIGHBOR CMRCL2-40 PEDESTRIAN, NEIGHBORHOOD COMMERCIAL2-40","LR2","MULTIPLE ZONE","L-2","L","",4,"2016_4",1,"2019_1","Y","2019/03/01 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"22","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,4410,NA,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","Demolish existing single family residence, subject to field inspection (STFI).",2018,0,"Outside Villages","Outside Villages","Outside Villages","Outside Villages",11.2,"Wallingford","Lake Union",4,"ACC","#001a73","NONE","UNKNOWN","UNKNOWN","UNKNOWN","UNK","6623252-CN",3,"2018_3",3,"2019_3","N","2019/09/03 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"23","1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington",2019,26800,NA,"Construction Permit",2,0,2,0,411347,"Townhouse","Establish use and construct two unit townhouse with attached garage, per plan.",2018,0,"Outside Villages","Outside Villages","Outside Villages","Outside Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","",1,"2018_1",4,"2019_4","N","2019/11/19 00:00:00+00","Building Final",1481,1129,24,0,151,0,25,152,0,152,76.2322754895341,175,11.8163403106009,76.2322754895341,TRUE
"24","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2013,19536,3011897,"Construction Permit",27,0,27,0,2940977,"Apartment","Construct new mixed use (residential and retail) building with associated parking at grade and occupy, per plans.

",2012,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","NC2-40","NC2-40","NC2-40","NC2","NC","",2,"2012_2",3,"2013_3","N","2013/07/09 00:00:00+00","Building Final",775,721,0,0,45,0,0,9,0,9,93.0322580645161,45,5.80645161290323,93.0322580645161,TRUE
"25","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2013,19028,NA,"Construction Permit",1,0,1,0,35000,"Apartment","Construct 2nd floor addition and alter basement for new dwelling unit, per plan.",2011,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","NC2-40","NC2-40","NC2-40","NC2","NC","",2,"2011_2",3,"2013_3","N","2013/09/10 00:00:00+00","Building Final",775,721,0,0,45,0,0,9,0,9,93.0322580645161,45,5.80645161290323,93.0322580645161,TRUE
"26","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2013,19474,NA,"Construction Permit",1,0,1,0,9000,"Apartment","Add one unit to an existing apartment building by converting a basement common room to change from a 5-unit to a 6-unit apartment building and occupy, per plans.",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","",3,"2013_3",3,"2013_3","N","2013/09/27 00:00:00+00","Building Final",775,721,0,0,45,0,0,9,0,9,93.0322580645161,45,5.80645161290323,93.0322580645161,TRUE
"27","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19567,NA,"Construction Permit",1,0,1,0,1000,"Accessory Dwelling, Attached","Legalize existing basement suite in SFD as an ADU and install mechanical ventilation for new stove, per plan.",2014,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","",3,"2014_3",3,"2014_3","N","2014/09/08 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"28","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19033,3015914,"Construction Permit",3,0,3,0,182607,"Detached Single-Family","Construct (West) single family residence per plan. (Establish use & construct (3) single family residence's/ review & process of 3 AP's under 6352441.)",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR1","LR1","LR1","LR1","L","",3,"2013_3",2,"2014_2","N","2014/04/17 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"29","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19809,NA,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","Demolish existing single family residence",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","6340044-CN",2,"2013_2",2,"2014_2","N","2014/06/10 00:00:00+00","First Ground Disturbance",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"30","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19032,NA,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","Demolish existing single family residence with basement, per plot plan.",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","NONE","UNKNOWN","UNKNOWN","UNKNOWN","UNK","6352441-CN",3,"2013_3",2,"2014_2","N","2014/04/15 00:00:00+00","First Ground Disturbance",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"31","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,18861,NA,"Construction Permit",1,0,1,0,182607,"Detached Single-Family","Construct (East) single family residence per plan. (Establish use & construct (3) single family residence's/ review & process of 3 AP's under 6352441.)",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR1","LR1","LR1","LR1","L","6352441-CN",3,"2013_3",2,"2014_2","N","2014/04/16 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"32","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19827,NA,"Construction Permit",1,0,1,0,170218,"Detached Single-Family","Establish use as and construct west single family residence, per plan (Establish use as and construct 3 single family residences, per plan review and processing of 3APs under 6337286)",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","6337286-CN",3,"2013_3",4,"2014_4","N","2014/10/14 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"33","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19808,NA,"Construction Permit",1,0,1,0,369329,"Detached Single-Family","Establish use as single family residence and contruct one family dwelling, per plans.",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","",2,"2013_2",2,"2014_2","N","2014/06/10 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"34","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19034,NA,"Construction Permit",1,0,1,0,183576,"Detached Single-Family","Construct (Middle) single family residence per plan. (Establish use & construct (3) single family residence's/ review & process of 3 AP's under 6352441.)",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR1","LR1","LR1","LR1","L","6352441-CN",3,"2013_3",2,"2014_2","N","2014/04/16 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"35","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2014,19810,NA,"Construction Permit",1,0,1,0,170218,"Detached Single-Family","Establish use as and construct middle single family residence, per plan (Establish use as and construct 3 single family residences, per plan review and processing of 3APs under 6337286)",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","6337286-CN",3,"2013_3",4,"2014_4","N","2014/10/14 00:00:00+00","Building Final",731,684,0,0,47,0,0,0,0,0,93.5704514363885,47,6.42954856361149,93.5704514363885,TRUE
"36","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2017,27219,NA,"Construction Permit",1,0,1,0,70000,"Apartment","Construct alterations to existing apartment building to add one new dwelling unit in the basement, occupy per plan.",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","",2,"2016_2",2,"2017_2","N","2017/04/26 00:00:00+00","Building Final",850,797,0,0,53,0,0,0,0,0,93.7647058823529,53,6.23529411764706,93.7647058823529,TRUE
"37","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2017,19473,NA,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","Demolish existing single family residence subject to field inspeciton (STFI).",2017,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","6348705-CN",2,"2017_2",3,"2017_3","N","2017/08/18 00:00:00+00","Final",850,797,0,0,53,0,0,0,0,0,93.7647058823529,53,6.23529411764706,93.7647058823529,TRUE
"38","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2018,2201,NA,"Construction Permit",1,0,1,0,232253,"Detached Single-Family","Establish use as single family residence and construct one family dwelling with single car garage, per plans.",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"ACC","#001a73","SINGLE FAMILY 5000","SF 5000","SF 5000","SF 5000","SF","",4,"2016_4",4,"2018_4","N","2018/10/24 00:00:00+00","Building Final",992,838,0,0,81,0,0,73,0,73,84.4758064516129,81,8.16532258064516,84.4758064516129,TRUE
"39","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2018,11743,NA,"Construction Permit",1,0,1,0,350000,"Accessory Dwelling, Attached","Additions and alterations to existing single family residence and convert lower level into accessory dwelling unit, per plan.",2016,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","SF 5000","SF 5000","SF 5000","SF 5000","SF","",2,"2016_2",1,"2018_1","N","2018/02/26 00:00:00+00","Building Final",992,838,0,0,81,0,0,73,0,73,84.4758064516129,81,8.16532258064516,84.4758064516129,TRUE
"40","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2019,4392,3019441,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","Demolish existing building, per plans.",2019,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"ACC","#001a73","NC2P-40","NC2P-40","NC2P-40","NC2","NC","6504124-CN",1,"2019_1",4,"2019_4","N","2019/11/26 00:00:00+00","Building Final",1016,858,0,0,73,0,15,70,0,70,84.4488188976378,73,7.18503937007874,84.4488188976378,TRUE
"41","1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington",2019,8716,3019441,"Demolition Permit",0,1,-1,0,0,"Detached Single-Family","STFI*Subject to field inspection demolish existing building, per plans",2019,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"ACC","#001a73","NC2P-40","NC2P-40","NC2P-40","NC2","NC","6504124-CN",1,"2019_1",4,"2019_4","N","2019/11/26 00:00:00+00","Building Final",1016,858,0,0,73,0,15,70,0,70,84.4488188976378,73,7.18503937007874,84.4488188976378,TRUE
"42","1500000US530330050003","Block Group 3, Census Tract 50, King County, Washington",2013,10499,NA,"Demolition Permit",0,3,-3,0,0,"Multifamily Ground Level Apartment","Demolish building located at 1214 N 43rd St. per STFI.",2011,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","NC2-40","NC2-40","NC2-40","NC2","NC","6197474-CN",4,"2011_4",1,"2013_1","N","2013/02/27 00:00:00+00","Final",1516,1118,184,12,60,18,0,124,0,124,73.7467018469657,274,18.0738786279683,73.7467018469657,TRUE
"43","1500000US530330050003","Block Group 3, Census Tract 50, King County, Washington",2013,19524,3009828,"Construction Permit",93,0,93,0,11762515,"Apartment","Establish use and construct apartment/commercial mixed-use building with underground parking, (mechanical included) and occupy per plan.",2011,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","NC2-40","NC2-40","NC2-40","NC2","NC","",4,"2011_4",1,"2013_1","N","2013/03/28 00:00:00+00","Building Final",1516,1118,184,12,60,18,0,124,0,124,73.7467018469657,274,18.0738786279683,73.7467018469657,TRUE
"44","1500000US530330050003","Block Group 3, Census Tract 50, King County, Washington",2013,9809,3013368,"Construction Permit",3,0,3,0,571884,"Rowhouse","Construct 3-unit rowhouse, (associate). (Construct 2 rowhouse structures, per plans. Reviews & processing for 2 a/p#'s under project 6310283)",2013,203,"Wallingford","Residential Urban Village","Wallingford","Residential Urban Villages",11.2,"Wallingford","Lake Union",4,"HAN","#001a73","LR2","LR2","LR2","LR2","L","6310283-CN",1,"2013_1",4,"2013_4","N","2013/12/10 00:00:00+00","Building Final",1516,1118,184,12,60,18,0,124,0,124,73.7467018469657,274,18.0738786279683,73.7467018469657,TRUE
